model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,9,8,2,1,0.5294,0.9,0.6667
SixKAE,6,7,3,4,0.4615,0.6,0.5217
EightKAE,0,4,6,10,0.0,0.0,0.0
TenKAE,4,7,3,6,0.3636,0.4,0.381
TwelveKAE,9,6,4,1,0.6,0.9,0.72
