model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,10,0,0,0.5,1.0,0.6667
SixKAE,10,7,3,0,0.5882,1.0,0.7407
EightKAE,10,7,3,0,0.5882,1.0,0.7407
TenKAE,10,10,0,0,0.5,1.0,0.6667
TwelveKAE,10,10,0,0,0.5,1.0,0.6667
