model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,8,2,0,0.5556,1.0,0.7143
SixKAE,10,9,1,0,0.5263,1.0,0.6897
EightKAE,10,5,5,0,0.6667,1.0,0.8
TenKAE,10,8,2,0,0.5556,1.0,0.7143
TwelveKAE,10,7,3,0,0.5882,1.0,0.7407
