experiment,n_seeds,model_class,size_label,precision,recall,f1
,56,FourKAE,4k,0.5051289999999999,0.97475,0.66432725
,56,SixKAE,6k,0.5565693214285714,0.8693928571428572,0.6624192857142858
,56,EightKAE,8k,0.5838384999999999,0.7255714285714285,0.6186784999999999
,56,TenKAE,10k,0.6015131071428571,0.8401428571428572,0.6773176428571429
,56,TwelveKAE,12k,0.6690385357142857,0.8398571428571427,0.7198724285714285
