model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,8,8,2,2,0.5,0.8,0.6154
SixKAE,9,7,3,1,0.5625,0.9,0.6923
EightKAE,2,4,6,8,0.3333,0.2,0.25
TenKAE,4,7,3,6,0.3636,0.4,0.381
TwelveKAE,9,6,4,1,0.6,0.9,0.72
