model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,10,0,0,0.5,1.0,0.6667
SixKAE,5,4,6,5,0.5556,0.5,0.5263
EightKAE,10,10,0,0,0.5,1.0,0.6667
TenKAE,3,2,8,7,0.6,0.3,0.4
TwelveKAE,7,7,3,3,0.5,0.7,0.5833
