model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,10,0,0,0.5,1.0,0.6667
SixKAE,10,10,0,0,0.5,1.0,0.6667
EightKAE,10,10,0,0,0.5,1.0,0.6667
TenKAE,7,8,2,3,0.4667,0.7,0.56
TwelveKAE,10,10,0,0,0.5,1.0,0.6667
