model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,10,0,0,0.5,1.0,0.6667
SixKAE,5,6,4,5,0.4545,0.5,0.4762
EightKAE,2,3,7,8,0.4,0.2,0.2667
TenKAE,8,9,1,2,0.4706,0.8,0.5926
TwelveKAE,7,5,5,3,0.5833,0.7,0.6364
