model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,10,0,0,0.5,1.0,0.6667
SixKAE,10,10,0,0,0.5,1.0,0.6667
EightKAE,0,4,6,10,0.0,0.0,0.0
TenKAE,6,6,4,4,0.5,0.6,0.5455
TwelveKAE,0,0,10,10,0.0,0.0,0.0
