model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,10,0,0,0.5,1.0,0.6667
SixKAE,9,10,0,1,0.4737,0.9,0.6207
EightKAE,1,1,9,9,0.5,0.1,0.1667
TenKAE,1,0,10,9,1.0,0.1,0.1818
TwelveKAE,10,9,1,0,0.5263,1.0,0.6897
