model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,9,7,3,1,0.5625,0.9,0.6923
SixKAE,5,7,3,5,0.4167,0.5,0.4545
EightKAE,2,7,3,8,0.2222,0.2,0.2105
TenKAE,4,8,2,6,0.3333,0.4,0.3636
TwelveKAE,8,8,2,2,0.5,0.8,0.6154
