model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,10,0,0,0.5,1.0,0.6667
SixKAE,1,4,6,9,0.2,0.1,0.1333
EightKAE,0,1,9,10,0.0,0.0,0.0
TenKAE,5,10,0,5,0.3333,0.5,0.4
TwelveKAE,10,10,0,0,0.5,1.0,0.6667
