model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,10,0,0,0.5,1.0,0.6667
SixKAE,4,5,5,6,0.4444,0.4,0.4211
EightKAE,4,3,7,6,0.5714,0.4,0.4706
TenKAE,8,10,0,2,0.4444,0.8,0.5714
TwelveKAE,5,10,0,5,0.3333,0.5,0.4
