experiment,seed,model_class,family,tp,fp,tn,fn,precision,recall,f1,miner_mem_bytes,miner_mem_mb,scientist_mem_bytes,scientist_mem_mb,at_mem_bytes,at_mem_mb,total_mem_bytes,total_mem_mb
sae_mem_EightKMLP,1,EightKMLP,ffnn,10,0,10,0,1.0,1.0,1.0,481275904,481.276,9648017408,9648.017,525815808,525.816,10655109120,10655.109
