model_class,family,tp,fp,tn,fn,precision,recall,f1,miner_mem_bytes,miner_mem_mb,scientist_mem_bytes,scientist_mem_mb,at_mem_bytes,at_mem_mb,total_mem_bytes,total_mem_mb
TenKMLP,ffnn,10.0,0.0,10.0,0.0,1.0,1.0,1.0,481283276.8,481.28319999999997,9665396736.0,9665.397,525872332.8,525.8724,10672552345.6,10672.552599999999
