experiment,seed,model_class,family,tp,fp,tn,fn,precision,recall,f1,miner_mem_bytes,miner_mem_mb,scientist_mem_bytes,scientist_mem_mb,at_mem_bytes,at_mem_mb,total_mem_bytes,total_mem_mb
sae_mem_SixKAE,1,SixKAE,ae,10,5,5,0,0.6667,1.0,0.8,905920512,905.921,18118410240,18118.41,905920512,905.921,19930251264,19930.251
