model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,10,0,0,0.5,1.0,0.6667
SixKAE,10,10,0,0,0.5,1.0,0.6667
EightKAE,10,10,0,0,0.5,1.0,0.6667
TenKAE,4,5,5,6,0.4444,0.4,0.4211
TwelveKAE,7,5,5,3,0.5833,0.7,0.6364
