model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,10,0,0,0.5,1.0,0.6667
SixKAE,10,10,0,0,0.5,1.0,0.6667
EightKAE,4,8,2,6,0.3333,0.4,0.3636
TenKAE,8,10,0,2,0.4444,0.8,0.5714
TwelveKAE,7,5,5,3,0.5833,0.7,0.6364
