model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,10,0,0,0.5,1.0,0.6667
SixKAE,9,6,4,1,0.6,0.9,0.72
EightKAE,8,3,7,2,0.7273,0.8,0.7619
TenKAE,10,9,1,0,0.5263,1.0,0.6897
TwelveKAE,10,5,5,0,0.6667,1.0,0.8
