model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,10,0,0,0.5,1.0,0.6667
SixKAE,7,10,0,3,0.4118,0.7,0.5185
EightKAE,1,4,6,9,0.2,0.1,0.1333
TenKAE,8,6,4,2,0.5714,0.8,0.6667
TwelveKAE,3,0,10,7,1.0,0.3,0.4615
