model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,10,0,0,0.5,1.0,0.6667
SixKAE,8,10,0,2,0.4444,0.8,0.5714
EightKAE,10,10,0,0,0.5,1.0,0.6667
TenKAE,5,5,5,5,0.5,0.5,0.5
TwelveKAE,7,5,5,3,0.5833,0.7,0.6364
