experiment,n_seeds,model_class,size_label,precision,recall,f1
,33,FourKMLP,4k,0.8764636363636364,1.0,0.9225545454545455
,33,SixKMLP,6k,0.8764636363636364,1.0,0.9225545454545455
,33,EightKMLP,8k,0.8764636363636364,1.0,0.9225545454545455
,33,TenKMLP,10k,0.8764636363636364,1.0,0.9225545454545455
,33,TwelveKMLP,12k,0.8764636363636364,1.0,0.9225545454545455
