experiment,n_seeds,model_class,size_label,precision,recall,f1
,30,FourKCNN,4k,0.7777866666666667,0.9933333333333334,0.859
,30,SixKCNN,6k,0.8554533333333333,0.9933333333333334,0.9103866666666666
,30,EightKCNN,8k,0.8902766666666667,0.9866666666666667,0.9297866666666667
,30,TenKCNN,10k,0.89475,1.0,0.9400700000000001
,30,TwelveKCNN,12k,0.95325,0.9933333333333334,0.9703033333333334
