experiment,n_seeds,model_class,size_label,precision,recall,f1
,50,FourKCNN,4k,0.74727,0.8959999999999999,0.7873319999999999
,50,SixKCNN,6k,0.8467180000000001,0.8440000000000001,0.8011360000000001
,50,EightKCNN,8k,0.77063,0.7759999999999999,0.7545000000000001
,50,TenKCNN,10k,0.882414,0.862,0.838392
,50,TwelveKCNN,12k,0.8499840000000001,0.8340000000000001,0.8319620000000001
