model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,0,0,10,10,0.0,0.0,0.0
SixKCNN,6,8,2,4,0.4286,0.6,0.5
EightKCNN,2,2,8,8,0.5,0.2,0.2857
TenKCNN,1,0,10,9,1.0,0.1,0.1818
TwelveKCNN,0,0,10,10,0.0,0.0,0.0
