model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,7,5,5,3,0.5833,0.7,0.6364
SixKMLP,7,5,5,3,0.5833,0.7,0.6364
EightKMLP,7,5,5,3,0.5833,0.7,0.6364
TenKMLP,7,5,5,3,0.5833,0.7,0.6364
TwelveKMLP,7,5,5,3,0.5833,0.7,0.6364
