model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,9,5,5,1,0.6429,0.9,0.75
SixKMLP,9,5,5,1,0.6429,0.9,0.75
EightKMLP,9,5,5,1,0.6429,0.9,0.75
TenKMLP,9,5,5,1,0.6429,0.9,0.75
TwelveKMLP,9,5,5,1,0.6429,0.9,0.75
