model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,10,5,5,0,0.6667,1.0,0.8
SixKCNN,8,0,10,2,1.0,0.8,0.8889
EightKCNN,9,0,10,1,1.0,0.9,0.9474
TenKCNN,6,0,10,4,1.0,0.6,0.75
TwelveKCNN,5,0,10,5,1.0,0.5,0.6667
