model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,10,0,10,0,1.0,1.0,1.0
SixKCNN,10,6,4,0,0.625,1.0,0.7692
EightKCNN,10,2,8,0,0.8333,1.0,0.9091
TenKCNN,10,0,10,0,1.0,1.0,1.0
TwelveKCNN,10,0,10,0,1.0,1.0,1.0
