model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,2,0,10,8,1.0,0.2,0.3333
SixKMLP,2,0,10,8,1.0,0.2,0.3333
EightKMLP,0,0,10,10,0.0,0.0,0.0
TenKMLP,1,0,10,9,1.0,0.1,0.1818
TwelveKMLP,10,10,0,0,0.5,1.0,0.6667
