model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,0,0,10,10,0.0,0.0,0.0
SixKMLP,10,7,3,0,0.5882,1.0,0.7407
EightKMLP,10,10,0,0,0.5,1.0,0.6667
TenKMLP,4,5,5,6,0.4444,0.4,0.4211
TwelveKMLP,0,0,10,10,0.0,0.0,0.0
