model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,2,4,6,8,0.3333,0.2,0.25
SixKMLP,0,0,10,10,0.0,0.0,0.0
EightKMLP,0,0,10,10,0.0,0.0,0.0
TenKMLP,7,9,1,3,0.4375,0.7,0.5385
TwelveKMLP,0,0,10,10,0.0,0.0,0.0
