model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,7,10,0,3,0.4118,0.7,0.5185
SixKMLP,4,0,10,6,1.0,0.4,0.5714
EightKMLP,9,3,7,1,0.75,0.9,0.8182
TenKMLP,6,1,9,4,0.8571,0.6,0.7059
TwelveKMLP,7,7,3,3,0.5,0.7,0.5833
