model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,6,5,5,4,0.5455,0.6,0.5714
SixKMLP,0,3,7,10,0.0,0.0,0.0
EightKMLP,2,0,10,8,1.0,0.2,0.3333
TenKMLP,2,0,10,8,1.0,0.2,0.3333
TwelveKMLP,9,10,0,1,0.4737,0.9,0.6207
