model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,8,10,0,2,0.4444,0.8,0.5714
SixKMLP,3,0,10,7,1.0,0.3,0.4615
EightKMLP,5,10,0,5,0.3333,0.5,0.4
TenKMLP,10,8,2,0,0.5556,1.0,0.7143
TwelveKMLP,7,10,0,3,0.4118,0.7,0.5185
