model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,2,1,9,8,0.6667,0.2,0.3077
SixKCNN,9,10,0,1,0.4737,0.9,0.6207
EightKCNN,4,0,10,6,1.0,0.4,0.5714
TenKCNN,6,0,10,4,1.0,0.6,0.75
TwelveKCNN,10,3,7,0,0.7692,1.0,0.8696
