model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,6,1,9,4,0.8571,0.6,0.7059
SixKCNN,10,10,0,0,0.5,1.0,0.6667
EightKCNN,6,4,6,4,0.6,0.6,0.6
TenKCNN,10,10,0,0,0.5,1.0,0.6667
TwelveKCNN,10,3,7,0,0.7692,1.0,0.8696
