model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,5,4,6,5,0.5556,0.5,0.5263
SixKCNN,0,0,10,10,0.0,0.0,0.0
EightKCNN,7,9,1,3,0.4375,0.7,0.5385
TenKCNN,6,8,2,4,0.4286,0.6,0.5
TwelveKCNN,10,10,0,0,0.5,1.0,0.6667
