model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,10,10,0,0,0.5,1.0,0.6667
SixKCNN,2,7,3,8,0.2222,0.2,0.2105
EightKCNN,10,10,0,0,0.5,1.0,0.6667
TenKCNN,8,9,1,2,0.4706,0.8,0.5926
TwelveKCNN,7,5,5,3,0.5833,0.7,0.6364
