model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,4,4,6,6,0.5,0.4,0.4444
SixKCNN,2,0,10,8,1.0,0.2,0.3333
EightKCNN,7,9,1,3,0.4375,0.7,0.5385
TenKCNN,7,9,1,3,0.4375,0.7,0.5385
TwelveKCNN,10,10,0,0,0.5,1.0,0.6667
