model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,9,8,2,1,0.5294,0.9,0.6667
SixKCNN,10,10,0,0,0.5,1.0,0.6667
EightKCNN,10,8,2,0,0.5556,1.0,0.7143
TenKCNN,10,2,8,0,0.8333,1.0,0.9091
TwelveKCNN,10,4,6,0,0.7143,1.0,0.8333
