model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,3,0,10,7,1.0,0.3,0.4615
SixKMLP,3,0,10,7,1.0,0.3,0.4615
EightKMLP,3,0,10,7,1.0,0.3,0.4615
TenKMLP,3,0,10,7,1.0,0.3,0.4615
TwelveKMLP,3,0,10,7,1.0,0.3,0.4615
