model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,0,0,10,10,0.0,0.0,0.0
SixKMLP,0,0,10,10,0.0,0.0,0.0
EightKMLP,0,0,10,10,0.0,0.0,0.0
TenKMLP,0,0,10,10,0.0,0.0,0.0
TwelveKMLP,0,0,10,10,0.0,0.0,0.0
