model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,8,2,0,0.5556,1.0,0.7143
SixKAE,10,8,2,0,0.5556,1.0,0.7143
EightKAE,10,5,5,0,0.6667,1.0,0.8
TenKAE,10,8,2,0,0.5556,1.0,0.7143
TwelveKAE,10,6,4,0,0.625,1.0,0.7692
