experiment,seed,model_class,family,tp,fp,tn,fn,precision,recall,f1,miner_mem_bytes,miner_mem_mb,scientist_mem_bytes,scientist_mem_mb,at_mem_bytes,at_mem_mb,total_mem_bytes,total_mem_mb
sae_mem_EightKMLP,1,EightKMLP,ffnn,10,1,9,0,0.9091,1.0,0.9524,481300480,481.3,9648984064,9648.984,525090816,525.091,10655375360,10655.375
