experiment,n_seeds,model_class,size_label,precision,recall,f1
,50,FourKAE,4k,0.507208,0.9940000000000001,0.671118
,50,SixKAE,6k,0.5168119999999999,0.83,0.624148
,50,EightKAE,8k,0.48253599999999996,0.662,0.534658
,50,TenKAE,10k,0.52024,0.8140000000000001,0.609778
,50,TwelveKAE,12k,0.551314,0.82,0.617586
