model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,10,0,0,0.5,1.0,0.6667
SixKAE,10,10,0,0,0.5,1.0,0.6667
EightKAE,2,4,6,8,0.3333,0.2,0.25
TenKAE,10,10,0,0,0.5,1.0,0.6667
TwelveKAE,2,0,10,8,1.0,0.2,0.3333
