model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,10,0,0,0.5,1.0,0.6667
SixKAE,10,10,0,0,0.5,1.0,0.6667
EightKAE,10,8,2,0,0.5556,1.0,0.7143
TenKAE,10,10,0,0,0.5,1.0,0.6667
TwelveKAE,10,10,0,0,0.5,1.0,0.6667
