model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,10,0,0,0.5,1.0,0.6667
SixKAE,10,10,0,0,0.5,1.0,0.6667
EightKAE,2,6,4,8,0.25,0.2,0.2222
TenKAE,6,8,2,4,0.4286,0.6,0.5
TwelveKAE,1,1,9,9,0.5,0.1,0.1667
