model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,10,0,0,0.5,1.0,0.6667
SixKAE,5,6,4,5,0.4545,0.5,0.4762
EightKAE,1,5,5,9,0.1667,0.1,0.125
TenKAE,9,10,0,1,0.4737,0.9,0.6207
TwelveKAE,8,8,2,2,0.5,0.8,0.6154
