model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,10,5,5,0,0.6667,1.0,0.8
SixKCNN,9,3,7,1,0.75,0.9,0.8182
EightKCNN,8,0,10,2,1.0,0.8,0.8889
TenKCNN,10,10,0,0,0.5,1.0,0.6667
TwelveKCNN,10,6,4,0,0.625,1.0,0.7692
