model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,10,8,2,0,0.5556,1.0,0.7143
SixKCNN,8,0,10,2,1.0,0.8,0.8889
EightKCNN,7,2,8,3,0.7778,0.7,0.7368
TenKCNN,10,0,10,0,1.0,1.0,1.0
TwelveKCNN,10,10,0,0,0.5,1.0,0.6667
