model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,10,6,4,0,0.625,1.0,0.7692
SixKCNN,10,2,8,0,0.8333,1.0,0.9091
EightKCNN,10,0,10,0,1.0,1.0,1.0
TenKCNN,10,10,0,0,0.5,1.0,0.6667
TwelveKCNN,10,6,4,0,0.625,1.0,0.7692
