model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,0,0,10,10,0.0,0.0,0.0
SixKCNN,7,5,5,3,0.5833,0.7,0.6364
EightKCNN,3,0,10,7,1.0,0.3,0.4615
TenKCNN,7,0,10,3,1.0,0.7,0.8235
TwelveKCNN,9,2,8,1,0.8182,0.9,0.8571
