model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,8,1,9,2,0.8889,0.8,0.8421
SixKCNN,10,7,3,0,0.5882,1.0,0.7407
EightKCNN,10,7,3,0,0.5882,1.0,0.7407
TenKCNN,10,9,1,0,0.5263,1.0,0.6897
TwelveKCNN,10,10,0,0,0.5,1.0,0.6667
