experiment,n_seeds,model_class,size_label,precision,recall,f1
,56,FourKMLP,4k,0.8128409285714285,0.7908928571428572,0.7506255
,56,SixKMLP,6k,0.8128409285714285,0.7908928571428572,0.7506255
,56,EightKMLP,8k,0.8128409285714285,0.7908928571428572,0.7506255
,56,TenKMLP,10k,0.8128409285714285,0.7908928571428572,0.7506255
,56,TwelveKMLP,12k,0.8128409285714285,0.7908928571428572,0.7506255
