model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,2,0,10,8,1.0,0.2,0.3333
SixKMLP,2,0,10,8,1.0,0.2,0.3333
EightKMLP,2,0,10,8,1.0,0.2,0.3333
TenKMLP,2,0,10,8,1.0,0.2,0.3333
TwelveKMLP,2,0,10,8,1.0,0.2,0.3333
