model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,10,1,9,0,0.9091,1.0,0.9524
SixKMLP,10,1,9,0,0.9091,1.0,0.9524
EightKMLP,10,1,9,0,0.9091,1.0,0.9524
TenKMLP,10,1,9,0,0.9091,1.0,0.9524
TwelveKMLP,10,1,9,0,0.9091,1.0,0.9524
