model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,9,5,5,1,0.6429,0.9,0.75
SixKCNN,3,0,10,7,1.0,0.3,0.4615
EightKCNN,2,1,9,8,0.6667,0.2,0.3077
TenKCNN,1,0,10,9,1.0,0.1,0.1818
TwelveKCNN,7,4,6,3,0.6364,0.7,0.6667
