model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,5,2,8,5,0.7143,0.5,0.5882
SixKMLP,4,0,10,6,1.0,0.4,0.5714
EightKMLP,2,0,10,8,1.0,0.2,0.3333
TenKMLP,3,0,10,7,1.0,0.3,0.4615
TwelveKMLP,5,0,10,5,1.0,0.5,0.6667
