model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,4,3,7,6,0.5714,0.4,0.4706
SixKMLP,0,0,10,10,0.0,0.0,0.0
EightKMLP,5,1,9,5,0.8333,0.5,0.625
TenKMLP,3,0,10,7,1.0,0.3,0.4615
TwelveKMLP,7,0,10,3,1.0,0.7,0.8235
