model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,10,9,1,0,0.5263,1.0,0.6897
SixKMLP,10,6,4,0,0.625,1.0,0.7692
EightKMLP,5,5,5,5,0.5,0.5,0.5
TenKMLP,3,0,10,7,1.0,0.3,0.4615
TwelveKMLP,6,1,9,4,0.8571,0.6,0.7059
