model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,10,2,8,0,0.8333,1.0,0.9091
SixKMLP,10,0,10,0,1.0,1.0,1.0
EightKMLP,8,0,10,2,1.0,0.8,0.8889
TenKMLP,10,0,10,0,1.0,1.0,1.0
TwelveKMLP,10,0,10,0,1.0,1.0,1.0
