n_seeds,model_class,size_label,precision,recall,f1
5,FourKMLP,4k,0.709232,0.9159999999999999,0.7876040000000001
5,SixKMLP,6k,0.885,0.848,0.833364
5,EightKMLP,8k,0.8654600000000001,0.8320000000000001,0.814996
5,TenKMLP,10k,0.96666,0.8759999999999999,0.882368
5,TwelveKMLP,12k,0.97974,0.8759999999999999,0.899412
